,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type
1199,0.5,0.38,0.14,0.6355,0.2769999999999999,0.143,0.1785,1
1200,0.245,0.205,0.06,0.0765,0.034,0.0139999999999999,0.0215,1
1201,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,1
1202,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,2
1203,0.67,0.55,0.155,1.5659999999999998,0.858,0.3389999999999999,0.354,2
1204,0.415,0.31,0.105,0.3595,0.1669999999999999,0.083,0.0915,1
1205,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,2
1206,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,1
1207,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,1
1208,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,2
1209,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,1
1210,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,2
1211,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,2
1212,0.65,0.52,0.195,1.676,0.693,0.44,0.47,3
1213,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,2
1214,0.59,0.415,0.15,0.8805,0.3645,0.2339999999999999,0.235,3
1215,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,1
1216,0.47,0.375,0.13,0.523,0.214,0.132,0.145,1
1217,0.395,0.29,0.095,0.304,0.127,0.084,0.077,1
1218,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,3
1219,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,2
1220,0.555,0.425,0.14,0.963,0.44,0.2239999999999999,0.24,1
1221,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,2
1222,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,2
1223,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,3
1224,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,1
1225,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,3
1226,0.315,0.235,0.07,0.149,0.0579999999999999,0.0325,0.047,1
1227,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,1
1228,0.465,0.36,0.08,0.488,0.191,0.125,0.155,3
1229,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,1
1230,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,1
1231,0.605,0.505,0.18,1.4340000000000002,0.7285,0.264,0.431,3
1232,0.64,0.495,0.165,1.307,0.6779999999999999,0.292,0.266,3
1233,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,1
1234,0.42,0.33,0.125,0.4629999999999999,0.186,0.11,0.145,2
1235,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,1
1236,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,2
1237,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,2
1238,0.45,0.35,0.12,0.4679999999999999,0.2005,0.1065,0.1325,1
1239,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,2
1240,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,1
1241,0.545,0.4,0.13,0.6859999999999999,0.3285,0.1455,0.18,2
1242,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,2
1243,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,1
1244,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,2
1245,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,2
1246,0.365,0.27,0.085,0.1875,0.081,0.042,0.0579999999999999,1
1247,0.72,0.55,0.205,2.165,1.1055,0.525,0.4039999999999999,2
1248,0.295,0.22,0.065,0.1295,0.052,0.0279999999999999,0.035,1
1249,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,2
1250,0.41,0.31,0.11,0.315,0.124,0.0819999999999999,0.095,2
1251,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,3
1252,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,1
1253,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,2
1254,0.51,0.38,0.13,0.584,0.2239999999999999,0.1355,0.185,3
1255,0.275,0.2,0.08,0.099,0.037,0.024,0.03,1
1256,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,3
1257,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,3
1258,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,3
1259,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,2
1260,0.575,0.45,0.155,0.948,0.429,0.206,0.259,1
1261,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,1
1262,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,1
1263,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,1
1264,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,3
1265,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,2
1266,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,3
1267,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,2
1268,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,3
1269,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,1
1270,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,2
1271,0.49,0.385,0.115,0.6829999999999999,0.3265,0.1615,0.165,3
1272,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,1
1273,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,1
1274,0.705,0.56,0.165,1.675,0.797,0.4095,0.3879999999999999,2
1275,0.51,0.385,0.135,0.632,0.282,0.145,0.17,1
1276,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,2
1277,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25,3
1278,0.645,0.495,0.15,1.2095,0.603,0.2225,0.3389999999999999,2
1279,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,3
1280,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,2
1281,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,3
1282,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,3
1283,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,1
1284,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,1
1285,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,3
1286,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,3
1287,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,1
1288,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,2
1289,0.62,0.51,0.175,1.2705,0.5415,0.3229999999999999,0.3225,2
1290,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,2
1291,0.495,0.38,0.13,0.5125,0.2185,0.1159999999999999,0.16,1
1292,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,3
1293,0.335,0.24,0.095,0.17,0.062,0.039,0.055,2
1294,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,1
1295,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,1
1296,0.33,0.245,0.065,0.1445,0.0579999999999999,0.032,0.0505,1
1297,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,3
1298,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,3
1299,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,1
1300,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,1
1301,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,2
1302,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,2
1303,0.53,0.395,0.115,0.475,0.2025,0.1009999999999999,0.148,1
1304,0.385,0.28,0.125,0.244,0.102,0.038,0.085,1
1305,0.475,0.375,0.11,0.456,0.182,0.099,0.16,2
1306,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,1
1307,0.53,0.415,0.13,0.6940000000000001,0.3905,0.111,0.1669999999999999,2
1308,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,1
1309,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,3
1310,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,3
1311,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,2
1312,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,2
1313,0.68,0.52,0.165,1.4775,0.7240000000000001,0.2789999999999999,0.406,3
1314,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,1
1315,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,1
1316,0.195,0.145,0.05,0.032,0.01,0.008,0.012,1
1317,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,3
1318,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,3
1319,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,3
1320,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,2
1321,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,1
1322,0.43,0.325,0.09,0.425,0.217,0.087,0.095,1
1323,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,1
1324,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,1
1325,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,2
1326,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,2
1327,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,1
1328,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,2
1329,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,1
1330,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,2
1331,0.56,0.445,0.165,0.8320000000000001,0.3455,0.179,0.2789999999999999,2
1332,0.675,0.51,0.17,1.527,0.809,0.318,0.341,3
1333,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,2
1334,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,2
1335,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,1
1336,0.55,0.43,0.145,0.7120000000000001,0.3025,0.152,0.225,2
1337,0.505,0.41,0.15,0.644,0.285,0.145,0.21,3
1338,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,3
1339,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,3
1340,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,2
1341,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,2
1342,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,2
1343,0.575,0.45,0.12,0.9585,0.447,0.1689999999999999,0.275,3
1344,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,3
1345,0.175,0.125,0.04,0.0279999999999999,0.0095,0.008,0.009,1
1346,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,3
1347,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,3
1348,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,2
1349,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,1
1350,0.645,0.5,0.19,1.229,0.524,0.278,0.395,3
1351,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355,2
1352,0.63,0.49,0.18,1.13,0.4579999999999999,0.2765,0.315,3
1353,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,1
1354,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,1
1355,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,2
1356,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,3
1357,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,3
1358,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,1
1359,0.165,0.12,0.05,0.021,0.0075,0.0045,0.0139999999999999,1
1360,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,3
1361,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,3
1362,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,3
1363,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,2
1364,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,3
1365,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,1
1366,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,1
1367,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,2
1368,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,2
1369,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,2
1370,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,1
1371,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,3
1372,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,1
1373,0.315,0.23,0.07,0.1639999999999999,0.0625,0.04,0.045,1
1374,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,3
1375,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,3
1376,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,2
1377,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,1
1378,0.43,0.33,0.095,0.34,0.1315,0.085,0.1119999999999999,3
1379,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,3
1380,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,1
1381,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,3
1382,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,2
1383,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,1
1384,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,2
1385,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,3
1386,0.585,0.405,0.15,1.2565,0.435,0.2019999999999999,0.325,3
1387,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,1
1388,0.46,0.355,0.14,0.491,0.207,0.115,0.174,2
1389,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,2
1390,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,3
1391,0.69,0.56,0.215,1.719,0.68,0.299,0.47,3
1392,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,2
1393,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,3
1394,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,3
1395,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,2
1396,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,3
1397,0.58,0.45,0.175,1.068,0.425,0.203,0.32,3
1398,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,3
1399,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,2
1400,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,3
1401,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,3
1402,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,2
1403,0.62,0.475,0.15,0.9545,0.455,0.1865,0.2769999999999999,2
1404,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,2
1405,0.485,0.385,0.105,0.556,0.296,0.104,0.133,1
1406,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,2
1407,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,2
1408,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,1
1409,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,2
1410,0.63,0.5,0.175,1.1105,0.467,0.268,0.3289999999999999,2
1411,0.505,0.365,0.115,0.521,0.25,0.096,0.15,1
1412,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,3
1413,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,1
1414,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,3
1415,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,2
1416,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,1
1417,0.49,0.39,0.15,0.573,0.225,0.124,0.17,3
1418,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,3
1419,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,1
1420,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,2
1421,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,3
1422,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,2
1423,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,2
1424,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,1
1425,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,3
1426,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,2
1427,0.45,0.345,0.135,0.4429999999999999,0.1975,0.0875,0.1175,3
1428,0.485,0.355,0.12,0.5085,0.21,0.122,0.135,2
1429,0.62,0.515,0.175,1.221,0.535,0.241,0.395,3
1430,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,3
1431,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,1
1432,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,1
1433,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,2
1434,0.59,0.47,0.135,1.1685,0.539,0.2789999999999999,0.28,1
1435,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,3
1436,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,3
1437,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,1
1438,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,2
1439,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,2
1440,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,2
1441,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,1
1442,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,1
1443,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,1
1444,0.61,0.495,0.19,1.213,0.4639999999999999,0.306,0.365,3
1445,0.465,0.36,0.125,0.4365,0.1689999999999999,0.1075,0.145,3
1446,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,3
1447,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,1
1448,0.33,0.265,0.09,0.18,0.068,0.036,0.06,1
1449,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,2
1450,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,2
1451,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,1
1452,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,2
1453,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,3
1454,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,2
1455,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,3
1456,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,2
1457,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,1
1458,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,1
1459,0.61,0.45,0.16,1.136,0.414,0.311,0.3,2
1460,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,3
1461,0.49,0.4,0.135,0.624,0.3035,0.1285,0.1689999999999999,1
1462,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,2
1463,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,3
1464,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,1
1465,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,1
1466,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,2
1467,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,3
1468,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,1
1469,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,1
1470,0.51,0.415,0.145,0.7509999999999999,0.3295,0.1835,0.203,1
1471,0.55,0.4,0.135,0.7170000000000001,0.3315,0.1495,0.221,2
1472,0.485,0.375,0.13,0.5535,0.266,0.1119999999999999,0.157,1
1473,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,3
1474,0.385,0.28,0.085,0.2175,0.0969999999999999,0.038,0.067,1
1475,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,2
1476,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,2
1477,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,3
1478,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,1
1479,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,3
1480,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,2
1481,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,2
1482,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,1
1483,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,1
1484,0.625,0.5,0.175,1.273,0.564,0.302,0.374,2
1485,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,2
1486,0.595,0.475,0.17,1.0965,0.419,0.2289999999999999,0.35,3
1487,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,2
1488,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,2
1489,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,2
1490,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,3
1491,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,1
1492,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,3
1493,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,3
1494,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,1
1495,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,2
1496,0.68,0.51,0.2,1.6075,0.7140000000000001,0.3389999999999999,0.4705,3
1497,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,1
1498,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,1
1499,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,1
1500,0.235,0.17,0.065,0.0625,0.023,0.0139999999999999,0.022,1
1501,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,2
1502,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,2
1503,0.545,0.435,0.135,0.7715,0.372,0.148,0.2269999999999999,1
1504,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,2
1505,0.595,0.465,0.155,1.026,0.4645,0.1119999999999999,0.305,3
1506,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,1
1507,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,1
1508,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,3
1509,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,3
1510,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,2
1511,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,2
1512,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,1
1513,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,3
1514,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,3
1515,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,1
1516,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,2
1517,0.385,0.265,0.08,0.251,0.124,0.037,0.07,1
1518,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,2
1519,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,2
1520,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,1
1521,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,2
1522,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,1
1523,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,1
1524,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,1
1525,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,2
1526,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,2
1527,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,3
1528,0.47,0.375,0.12,0.487,0.196,0.099,0.135,1
1529,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,3
1530,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,3
1531,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,2
1532,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,1
1533,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,1
1534,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,3
1535,0.53,0.41,0.165,0.8115,0.24,0.1689999999999999,0.24,3
1536,0.53,0.42,0.185,0.752,0.299,0.156,0.205,3
1537,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,3
1538,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,3
1539,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,1
1540,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,2
1541,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,3
1542,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,2
1543,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,3
1544,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,3
1545,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,2
1546,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,2
1547,0.54,0.475,0.155,0.928,0.3939999999999999,0.1939999999999999,0.26,3
1548,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,1
1549,0.63,0.485,0.16,1.243,0.623,0.275,0.3,2
1550,0.57,0.445,0.155,0.733,0.282,0.159,0.235,3
1551,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,3
1552,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,2
1553,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,1
1554,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,2
1555,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,3
1556,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,1
1557,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,1
1558,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,2
1559,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,1
1560,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,3
1561,0.39,0.29,0.09,0.2625,0.1169999999999999,0.054,0.077,1
1562,0.66,0.53,0.17,1.3905,0.5905,0.212,0.4529999999999999,3
1563,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,1
1564,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,1
1565,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,1
1566,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,1
1567,0.28,0.12,0.075,0.1169999999999999,0.0455,0.0289999999999999,0.0345,1
1568,0.59,0.47,0.15,0.861,0.413,0.1639999999999999,0.249,1
1569,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,3
1570,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,3
1571,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,1
1572,0.45,0.325,0.135,0.4379999999999999,0.1805,0.1165,0.11,2
1573,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,3
1574,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,3
1575,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,3
1576,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,1
1577,0.45,0.33,0.105,0.4955,0.2575,0.0819999999999999,0.129,1
1578,0.595,0.475,0.16,1.3175,0.408,0.2339999999999999,0.58,3
1579,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,2
1580,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,3
1581,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,2
1582,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,2
1583,0.55,0.465,0.15,1.082,0.3575,0.1939999999999999,0.19,3
1584,0.37,0.27,0.095,0.2175,0.0969999999999999,0.046,0.065,1
1585,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,3
1586,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175,1
1587,0.66,0.52,0.19,1.558,0.755,0.298,0.4,2
1588,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,1
